run_id,timestamp,project_id,candidate_module,model_name,notes,spec_name,primary_metric,primary_metric_direction,cv_strategy_name,cv_n_splits,cv_random_state,interpretability_score,interpretability_rubric_version,interpretability_judgment_path,interpretability_audit_status,interpretability_audit_path,status,submission_path,report_path,fold_metrics_path,run_metadata_path,candidate_snapshot_path,loop_run_id,condition,iteration_index,budget,agent_model,baseline_commit,baseline_candidate_sha256,candidate_path,agent_input_manifest_path,error_traceback_path,error,cv_description,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_r2_mean,cv_r2_std,diagnostics_path
synthetic_regression_representation_iter4_20260620T092425Z,2026-06-20T09:24:25.574147+00:00,synthetic_regression,_toy_imodels_loop_candidate_ae69f52d45905901,quadratic_cv_ridge,Ridge regression on original features plus explicit quadratic and pairwise interaction terms with fold-internal alpha selection; tests whether data-chosen shrinkage improves the compact nonlinear representation.,default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,,,,,,success,projects/synthetic_regression/results/submissions/synthetic_regression_representation_iter4_20260620T092425Z.csv,projects/synthetic_regression/results/runs/synthetic_regression_representation_iter4_20260620T092425Z/report.md,projects/synthetic_regression/results/runs/synthetic_regression_representation_iter4_20260620T092425Z/fold_metrics.json,projects/synthetic_regression/results/runs/synthetic_regression_representation_iter4_20260620T092425Z/run_metadata.json,projects/synthetic_regression/results/runs/synthetic_regression_representation_iter4_20260620T092425Z/candidate_snapshot.py,synthetic_regression_representation,representation,4.0,5.0,codex,1b33c64a5eb71ce1b9704b9b00524e018e7cc6ab,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/synthetic_regression_representation/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/synthetic_regression_representation/agent_input_bundle/iteration_4/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,1.0379832878654451,0.0640679984403897,0.8227257469880305,0.0440088442850269,0.9103712535758002,0.0145702410664177,projects/synthetic_regression/results/runs/synthetic_regression_representation_iter4_20260620T092425Z/residual_diagnostics.json
synthetic_regression_representation_iter5_20260620T092729Z,2026-06-20T09:27:29.642596+00:00,synthetic_regression,_toy_imodels_loop_candidate_ae69f52d45905901,quadratic_hinge_ridge,"Ridge regression on original features plus explicit quadratic and pairwise interaction terms, augmented with learned quartile hinge features for compact piecewise-linear effects.",default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,,,,,,success,projects/synthetic_regression/results/submissions/synthetic_regression_representation_iter5_20260620T092729Z.csv,projects/synthetic_regression/results/runs/synthetic_regression_representation_iter5_20260620T092729Z/report.md,projects/synthetic_regression/results/runs/synthetic_regression_representation_iter5_20260620T092729Z/fold_metrics.json,projects/synthetic_regression/results/runs/synthetic_regression_representation_iter5_20260620T092729Z/run_metadata.json,projects/synthetic_regression/results/runs/synthetic_regression_representation_iter5_20260620T092729Z/candidate_snapshot.py,synthetic_regression_representation,representation,5.0,5.0,codex,1b33c64a5eb71ce1b9704b9b00524e018e7cc6ab,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/synthetic_regression_representation/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/synthetic_regression_representation/agent_input_bundle/iteration_5/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,0.8499420743055246,0.027987921131742,0.6562770275149866,0.0258163523593015,0.9400592212845986,0.0076200596038641,projects/synthetic_regression/results/runs/synthetic_regression_representation_iter5_20260620T092729Z/residual_diagnostics.json
bvr_20260620_002_blind_iter1_20260620T105423Z,2026-06-20T10:54:23.761997+00:00,synthetic_regression,_toy_imodels_loop_candidate_73e200805502c094,poly2_ridgecv,"RidgeCV over a standardized second-order polynomial basis, exposing linear, squared, and pairwise interaction effects in the model string.",default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,,,,,,success,projects/synthetic_regression/results/submissions/bvr_20260620_002_blind_iter1_20260620T105423Z.csv,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter1_20260620T105423Z/report.md,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter1_20260620T105423Z/fold_metrics.json,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter1_20260620T105423Z/run_metadata.json,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter1_20260620T105423Z/candidate_snapshot.py,bvr_20260620_002_blind,blind,1.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_blind/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_blind/agent_input_bundle/iteration_1/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,1.0348888066717503,0.0621747466443552,0.819659471524935,0.0414229129981389,0.9109595045457616,0.0139993194359855,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter1_20260620T105423Z/residual_diagnostics.json
bvr_20260620_002_blind_iter2_20260620T111109Z,2026-06-20T11:11:09.526559+00:00,synthetic_regression,_toy_imodels_loop_candidate_73e200805502c094,poly3_ridgecv,"RidgeCV over a standardized third-order polynomial basis, exposing linear, squared, cubic, pairwise, and three-way interaction effects.",default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,,,,,,success,projects/synthetic_regression/results/submissions/bvr_20260620_002_blind_iter2_20260620T111109Z.csv,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter2_20260620T111109Z/report.md,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter2_20260620T111109Z/fold_metrics.json,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter2_20260620T111109Z/run_metadata.json,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter2_20260620T111109Z/candidate_snapshot.py,bvr_20260620_002_blind,blind,2.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_blind/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_blind/agent_input_bundle/iteration_2/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,1.6088483360060335,0.0985992622543511,1.2256308087925647,0.0318010570058979,0.7858377999388569,0.026072867885273,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter2_20260620T111109Z/residual_diagnostics.json
bvr_20260620_002_blind_iter3_20260620T111312Z,2026-06-20T11:13:12.580320+00:00,synthetic_regression,_toy_imodels_loop_candidate_73e200805502c094,shallow_gbrt,"Shallow gradient-boosted regression trees for generic nonlinear thresholds and low-order interactions, with feature-importance summary.",default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,,,,,,success,projects/synthetic_regression/results/submissions/bvr_20260620_002_blind_iter3_20260620T111312Z.csv,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter3_20260620T111312Z/report.md,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter3_20260620T111312Z/fold_metrics.json,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter3_20260620T111312Z/run_metadata.json,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter3_20260620T111312Z/candidate_snapshot.py,bvr_20260620_002_blind,blind,3.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_blind/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_blind/agent_input_bundle/iteration_3/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,1.6657477535129943,0.1487229762694963,1.219638342196701,0.0937202010880486,0.772241164720968,0.0221044439371461,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter3_20260620T111312Z/residual_diagnostics.json
bvr_20260620_002_blind_iter4_20260620T111448Z,2026-06-20T11:14:48.248186+00:00,synthetic_regression,_toy_imodels_loop_candidate_73e200805502c094,poly2_elasticnetcv,"ElasticNetCV over a standardized second-order polynomial basis, pruning weak linear, squared, and pairwise interaction terms.",default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,,,,,,success,projects/synthetic_regression/results/submissions/bvr_20260620_002_blind_iter4_20260620T111448Z.csv,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter4_20260620T111448Z/report.md,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter4_20260620T111448Z/fold_metrics.json,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter4_20260620T111448Z/run_metadata.json,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter4_20260620T111448Z/candidate_snapshot.py,bvr_20260620_002_blind,blind,4.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_blind/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_blind/agent_input_bundle/iteration_4/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,0.960024015137986,0.0534938259276999,0.7543274477717817,0.0420414982188883,0.9237018943320215,0.0096287076906758,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter4_20260620T111448Z/residual_diagnostics.json
bvr_20260620_002_blind_iter5_20260620T111638Z,2026-06-20T11:16:38.446866+00:00,synthetic_regression,_toy_imodels_loop_candidate_73e200805502c094,poly2_shrinkage_blend,Convex blend of dense RidgeCV and sparse ElasticNetCV over the same second-order polynomial basis.,default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,,,,,,success,projects/synthetic_regression/results/submissions/bvr_20260620_002_blind_iter5_20260620T111638Z.csv,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter5_20260620T111638Z/report.md,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter5_20260620T111638Z/fold_metrics.json,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter5_20260620T111638Z/run_metadata.json,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter5_20260620T111638Z/candidate_snapshot.py,bvr_20260620_002_blind,blind,5.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_blind/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_blind/agent_input_bundle/iteration_5/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,1.0348888066717503,0.0621747466443552,0.819659471524935,0.0414229129981389,0.9109595045457616,0.0139993194359855,projects/synthetic_regression/results/runs/bvr_20260620_002_blind_iter5_20260620T111638Z/residual_diagnostics.json
bvr_20260620_002_representation_iter1_20260620T122143Z,2026-06-20T12:21:43.980446+00:00,synthetic_regression,_toy_imodels_loop_candidate_ca7840db937151b5,quadratic_ridge_cv,"Ridge regression over standardized original, squared, and pairwise interaction features with in-fold regularization selection.",default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,0.84,agentic-imodels-agent-facing-v1,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter1_20260620T122143Z/interpretability_judgment.json,pass,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter1_20260620T122143Z/interpretability_judgment_audit.json,success,projects/synthetic_regression/results/submissions/bvr_20260620_002_representation_iter1_20260620T122143Z.csv,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter1_20260620T122143Z/report.md,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter1_20260620T122143Z/fold_metrics.json,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter1_20260620T122143Z/run_metadata.json,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter1_20260620T122143Z/candidate_snapshot.py,bvr_20260620_002_representation,representation,1.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_representation/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_representation/agent_input_bundle/iteration_1/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,1.0347029527195686,0.0610885593703091,0.819038976791522,0.0407535817006659,0.9110226108241448,0.0137328828175214,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter1_20260620T122143Z/residual_diagnostics.json
bvr_20260620_002_representation_iter2_20260620T123318Z,2026-06-20T12:33:18.301733+00:00,synthetic_regression,_toy_imodels_loop_candidate_ca7840db937151b5,cubic_ridge_cv,"Ridge regression over standardized first-, second-, and third-order polynomial features with in-fold regularization selection.",default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,0.812,agentic-imodels-agent-facing-v1,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter2_20260620T123318Z/interpretability_judgment.json,pass,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter2_20260620T123318Z/interpretability_judgment_audit.json,success,projects/synthetic_regression/results/submissions/bvr_20260620_002_representation_iter2_20260620T123318Z.csv,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter2_20260620T123318Z/report.md,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter2_20260620T123318Z/fold_metrics.json,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter2_20260620T123318Z/run_metadata.json,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter2_20260620T123318Z/candidate_snapshot.py,bvr_20260620_002_representation,representation,2.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_representation/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_representation/agent_input_bundle/iteration_2/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,1.6088483360060335,0.0985992622543511,1.2256308087925647,0.0318010570058979,0.7858377999388569,0.026072867885273,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter2_20260620T123318Z/residual_diagnostics.json
bvr_20260620_002_representation_iter3_20260620T124210Z,2026-06-20T12:42:10.959686+00:00,synthetic_regression,_toy_imodels_loop_candidate_ca7840db937151b5,quadratic_ridge_cv_return,"Ridge regression over standardized linear, squared, and pairwise interaction features with in-fold regularization selection.",default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,0.85,agentic-imodels-agent-facing-v1,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter3_20260620T124210Z/interpretability_judgment.json,pass,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter3_20260620T124210Z/interpretability_judgment_audit.json,success,projects/synthetic_regression/results/submissions/bvr_20260620_002_representation_iter3_20260620T124210Z.csv,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter3_20260620T124210Z/report.md,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter3_20260620T124210Z/fold_metrics.json,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter3_20260620T124210Z/run_metadata.json,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter3_20260620T124210Z/candidate_snapshot.py,bvr_20260620_002_representation,representation,3.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_representation/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_representation/agent_input_bundle/iteration_3/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,1.0347029527195686,0.0610885593703091,0.819038976791522,0.0407535817006659,0.9110226108241448,0.0137328828175214,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter3_20260620T124210Z/residual_diagnostics.json
bvr_20260620_002_representation_iter4_20260620T125026Z,2026-06-20T12:50:26.839297+00:00,synthetic_regression,_toy_imodels_loop_candidate_ca7840db937151b5,quadratic_hinge_ridge_cv,Ridge regression over standardized quadratic interaction features plus learned univariate quantile hinge terms.,default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,0.87,agentic-imodels-agent-facing-v1,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter4_20260620T125026Z/interpretability_judgment.json,pass,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter4_20260620T125026Z/interpretability_judgment_audit.json,success,projects/synthetic_regression/results/submissions/bvr_20260620_002_representation_iter4_20260620T125026Z.csv,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter4_20260620T125026Z/report.md,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter4_20260620T125026Z/fold_metrics.json,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter4_20260620T125026Z/run_metadata.json,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter4_20260620T125026Z/candidate_snapshot.py,bvr_20260620_002_representation,representation,4.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_representation/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_representation/agent_input_bundle/iteration_4/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,0.848693153585165,0.0294825351111405,0.655063975094291,0.026495887174836,0.9402652970848752,0.0074143928418053,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter4_20260620T125026Z/residual_diagnostics.json
bvr_20260620_002_representation_iter5_20260620T125942Z,2026-06-20T12:59:42.526656+00:00,synthetic_regression,_toy_imodels_loop_candidate_ca7840db937151b5,quadratic_fine_hinge_ridge_cv,Ridge regression over standardized quadratic interaction features plus a finer grid of learned univariate quantile hinge terms.,default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,0.87,agentic-imodels-agent-facing-v1,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter5_20260620T125942Z/interpretability_judgment.json,pass,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter5_20260620T125942Z/interpretability_judgment_audit.json,success,projects/synthetic_regression/results/submissions/bvr_20260620_002_representation_iter5_20260620T125942Z.csv,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter5_20260620T125942Z/report.md,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter5_20260620T125942Z/fold_metrics.json,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter5_20260620T125942Z/run_metadata.json,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter5_20260620T125942Z/candidate_snapshot.py,bvr_20260620_002_representation,representation,5.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_representation/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_002_representation/agent_input_bundle/iteration_5/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,0.7894861420883359,0.0338651636482158,0.609886240039055,0.027341207104331,0.9482780526086184,0.006815236040841,projects/synthetic_regression/results/runs/bvr_20260620_002_representation_iter5_20260620T125942Z/residual_diagnostics.json
20260620T140928Z,2026-06-20T14:09:28.360003+00:00,synthetic_regression,projects.synthetic_regression.experiments.candidate_model,baseline_ridge,Ridge regression baseline with standardized features; useful as a linear reference point for later residual-driven model search.,default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,,,,,,success,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/submissions/20260620T140928Z.csv,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T140928Z/report.md,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T140928Z/fold_metrics.json,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T140928Z/run_metadata.json,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T140928Z/candidate_snapshot.py,,,,,,,,,,,,5-fold shuffled KFold over all labeled rows.,1.8116843840040504,0.179297688797781,1.3458242756587964,0.1186428789909871,0.7296408643143408,0.0390827403385172,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T140928Z/residual_diagnostics.json
20260620T141012Z,2026-06-20T14:23:09.789751+00:00,synthetic_regression,_toy_imodels_loop_candidate_2aec3379b27f23ba,quantile_hinge_ridge,Ridge regression on original features plus learned per-feature quantile hinge terms; intended to expose threshold-like nonlinear effects while keeping the representation additive.,default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,0.91,agentic-imodels-agent-facing-v1,projects/synthetic_regression/results/runs/20260620T141012Z/interpretability_judgment.json,pass,projects/synthetic_regression/results/runs/20260620T141012Z/interpretability_judgment_audit.json,success,projects/synthetic_regression/results/submissions/20260620T141012Z.csv,projects/synthetic_regression/results/runs/20260620T141012Z/report.md,projects/synthetic_regression/results/runs/20260620T141012Z/fold_metrics.json,projects/synthetic_regression/results/runs/20260620T141012Z/run_metadata.json,projects/synthetic_regression/results/runs/20260620T141012Z/candidate_snapshot.py,bvr_20260620_003_representation,representation,1.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_003_representation/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_003_representation/agent_input_bundle/iteration_1/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,1.6435465751629414,0.0583067151463624,1.1931745452082645,0.023550691205477,0.7771067586267304,0.017224271092645,projects/synthetic_regression/results/runs/20260620T141012Z/residual_diagnostics.json
20260620T143950Z,2026-06-20T14:39:50.980574+00:00,synthetic_regression,projects.synthetic_regression.experiments.candidate_model,baseline_ridge,Ridge regression baseline with standardized features; useful as a linear reference point for later residual-driven model search.,default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,,,,,,success,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/submissions/20260620T143950Z.csv,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T143950Z/report.md,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T143950Z/fold_metrics.json,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T143950Z/run_metadata.json,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T143950Z/candidate_snapshot.py,,,,,,,,,,,,5-fold shuffled KFold over all labeled rows.,1.8116843840040504,0.179297688797781,1.3458242756587964,0.1186428789909871,0.7296408643143408,0.0390827403385172,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T143950Z/residual_diagnostics.json
20260620T144047Z,2026-06-20T14:45:32.240287+00:00,synthetic_regression,_toy_imodels_loop_candidate_2aec3379b27f23ba,hinge_pairwise_ridge,Ridge regression on original features plus learned per-feature quantile hinge terms and a small set of supervised centered pairwise products; intended to expose threshold-like nonlinear effects and limited interactions.,default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,0.87,agentic-imodels-agent-facing-v1,projects/synthetic_regression/results/runs/20260620T144047Z/interpretability_judgment.json,pass,projects/synthetic_regression/results/runs/20260620T144047Z/interpretability_judgment_audit.json,success,projects/synthetic_regression/results/submissions/20260620T144047Z.csv,projects/synthetic_regression/results/runs/20260620T144047Z/report.md,projects/synthetic_regression/results/runs/20260620T144047Z/fold_metrics.json,projects/synthetic_regression/results/runs/20260620T144047Z/run_metadata.json,projects/synthetic_regression/results/runs/20260620T144047Z/candidate_snapshot.py,bvr_20260620_003_representation,representation,2.0,5.0,codex,f78d837c191512d80dcf19e4ab0c6508186cca3f,0ec48409ff694e26e37ea211aab5f71875cc372b330c271dd5d9cca6254f70f0,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_003_representation/workspace/candidate_model.py,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/loop_runs/bvr_20260620_003_representation/agent_input_bundle/iteration_2/input_manifest.json,,,5-fold shuffled KFold over all labeled rows.,1.656317986764687,0.067558230487163,1.2040109395322482,0.0136882600029575,0.7739762835899988,0.0141612640627495,projects/synthetic_regression/results/runs/20260620T144047Z/residual_diagnostics.json
20260620T145006Z,2026-06-20T14:50:06.683433+00:00,synthetic_regression,projects.synthetic_regression.experiments.candidate_model,baseline_ridge,Ridge regression baseline with standardized features; useful as a linear reference point for later residual-driven model search.,default,cv_rmse_mean,minimize,kfold_5_shuffle_seed42,5.0,42.0,,,,,,success,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/submissions/20260620T145006Z.csv,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T145006Z/report.md,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T145006Z/fold_metrics.json,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T145006Z/run_metadata.json,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T145006Z/candidate_snapshot.py,,,,,,,,,,,,5-fold shuffled KFold over all labeled rows.,1.8116843840040504,0.179297688797781,1.3458242756587964,0.1186428789909871,0.7296408643143408,0.0390827403385172,/home/res1235/workspace/agentic-imodels-harness/projects/synthetic_regression/results/runs/20260620T145006Z/residual_diagnostics.json
